artist,song,link,text
Dean Martin,I'm So Lonesome I Could Cry,/d/dean+martin/im+so+lonesome+i+could+cry_20712667.html,
Dean Martin,I'm Yours,/d/dean+martin/im+yours_20268267.html,"If we drift apart then I'll be lost alone  
Though you used my heart just for a stepping stone  
Why I'm so in love and why I love you so  
Even though I knew tomorrow you'd say we were through  "
Dean Martin,Imagination,/d/dean+martin/imagination_20254522.html,"Starts you asking a daisy what to do, what to do  
And yet I can't imagine that you want me too  "
Dean Martin,In A Little Spanish Town,/d/dean+martin/in+a+little+spanish+town_20277766.html,"We made a promise and sealed it with a kiss  
In a little Spanish town it was on a night like this
Man the skies have turned to gray because we're far apart  
Man the skies have turned to gray because we're far apart  "
Dean Martin,In Napoli,/d/dean+martin/in+napoli_20281378.html,"There 'neath the stars I saw heaven in her eyes  
My lonely heart cries out please come back to me  
My lonely heart cries out please come back to me  
There 'neath the stars I saw heaven in her eyes  "
Dean Martin,In The Chapel In The Moonlight,/d/dean+martin/in+the+chapel+in+the+moonlight_20269852.html,
Dean Martin,"In The Cool, Cool, Cool Of The Evening",/d/dean+martin/in+the+cool+cool+cool+of+the+evening_20712706.html,"If I can find the right sock by eleven o'clock  
If you need a new face or a tenor off base  
Jake wants a wienie bake, steak and a layer cake  
In the shank of the night when the doings are right  "
Dean Martin,In The Misty Moonlight,/d/dean+martin/in+the+misty+moonlight_20279674.html,
Dean Martin,Is It True What They Say About Dixie?,/d/dean+martin/is+it+true+what+they+say+about+dixie_20330051.html,"Do they laugh love like they say in every song  
Well do the sweet magnolias blossom at everybody's door  
Do they laugh do they love like they say in every song  "
Dean Martin,It Takes So Long (To Say Goodbye),/d/dean+martin/it+takes+so+long+to+say+goodbye_20329481.html,
Dean Martin,It Won't Cool Off,/d/dean+martin/it+wont+cool+off_20712711.html,"And keeps me yearning yearning it won't cool off  
We've got a lovely furnace going for us glowing for us  
We'll pity those who find it hard to warm up  
We'll pity those who find it hard to warm up  "
Dean Martin,It's Magic,/d/dean+martin/its+magic_20821761.html,"And rush to nestle in your eyes, it's magic  "
Dean Martin,I've Got My Love To Keep Me Warm,/d/dean+martin/ive+got+my+love+to+keep+me+warm_20712649.html,"I thought you ought to know my heart's on fire  
The snow is snowing and the wind it is blowing  
My heart's on fire and the flame grows higher  "
Dean Martin,I've Grown Accustomed To Her Face,/d/dean+martin/ive+grown+accustomed+to+her+face_20712707.html,"I've grown accustomed to her looks, accustomed to her voice  
Rather like a habit one can always break and yet  
Surely I could always be that way again and yet  
I've grown accustomed to the trace of something in the air  "
Dean Martin,Jingle Bells,/d/dean+martin/jingle+bells_20712713.html,
Dean Martin,"Johnny, Get Your Girl",/d/dean+martin/johnny+get+your+girl_20224282.html,"Just step right up and do the thing that's normal  
Just step right up and do the thing that's normal  "
Dean Martin,Just A Little Bit South Of North Carolina,/d/dean+martin/just+a+little+bit+south+of+north+carolina_20226189.html,
Dean Martin,Just Do It,/d/dean+martin/just+do+it_20225928.html,"If you're a fake you won't make it  
Priscilla said that Miles is gone speak for yourself John  
He said John Alden will you go ask Priscilla to do it  
He blew it so do it do it do it yourself  "
Dean Martin,Just For Fun,/d/dean+martin/just+for+fun_20225956.html,"For if we play at love we may stay in love  
For if we play at love we may stay in love  
Then you'll be glad you tried it just for fun  
Then you'll be glad you tried it just for fun"
Dean Martin,Just In Time,/d/dean+martin/just+in+time_20226335.html,"Now you're here, now I know just where I'm going  
No more doubt or fears I've found my way  
No more doubt or fears I've found my way  
Now you're here, now I know just where I'm going  "
Dean Martin,Just One More Chance,/d/dean+martin/just+one+more+chance_20226345.html,"But now I'm back to cry my heart out  
I'd want no others if you'd grant me  
But now I'm back to cry my heart out  "
Dean Martin,Just Say I Love Her,/d/dean+martin/just+say+i+love+her_20226682.html,
Dean Martin,King Of The Road,/d/dean+martin/king+of+the+road_20712710.html,
Dean Martin,La Paloma,/d/dean+martin/la+paloma_20242513.html,"All my passions so tender oh please surrender your love divine
Treat it with care and welcome it there with love  
Crown it with flowers grant love it's hours for me  
That same little gaucho maid that I longed to see  "
Dean Martin,Lay Some Happiness On Me,/d/dean+martin/lay+some+happiness+on+me_20251286.html,Tell me I'm great and I'll be greater  
Dean Martin,Let It Snow!,/d/dean+martin/let+it+snow_20812691.html,
Dean Martin,Let Me Go Lover,/d/dean+martin/let+me+go+lover_20245062.html,"How I pray that you will say that we are through  
You made me weak, cut me deep, I can't sleep lover  
How I pray that you will say that we are through  "
Dean Martin,Let Me Know,/d/dean+martin/let+me+know_20245117.html,"Come to me and I'll never let you go no  
I'll always love you can't you see dear  
I'll be here to welcome you to my arms yes  
I'll always love you can't you see dear  "
Eminem,8 Mile Freestyle Pt.Ii,/e/eminem/8+mile+freestyle+ptii+vs+lotto_20373123.html,"Boy's like ""How Vanilla Ice gonna diss you?""  
Pay attention, you're sayin the same shit that he said!  
But the black guy doesn't die in this movie!  
I get the 7 digits from your mother for a dolla tomorrow!"
Eminem,8 Mile Freestyle Pt.Iii Vs,/e/eminem/8+mile+freestyle+ptiii+vs_20896674.html,"I know everything he's got to say against me,  
Here, tell these people something they don't know about me.
He's scared to look in his fuckin yearbook, fuck Cranbrook  
You don't know what the fuck I've been through  "
Eminem,Amityville,/e/eminem/amityville_20049908.html,"That's what I said at my dad's funeral  
For a gift I had ten of my boys take her virginity  
While I'm holdin' a pistol with this many calibers here? (here??)  
Feet planted and stand with a grin full of chapped lipstick  "
Eminem,Backstabber,/e/eminem/backstabber_10105763.html,"So I can give him a taste of his own medicine  
Cut him at the seam then dragged the fella home  
I yearned for the day that we finally met again  
I make you think you're a best friend then  "
Eminem,Bagpipes From Baghdad,/e/eminem/bagpipes+from+baghdad_20790641.html,"Ceuticals, it's beautiful, pill dust in my palm, my  
I'll cut you like Dahmer, pull a butcher knife on ya,  
And to soak it up and in between snack, crackers to munch,  
I'm bound to put on in an instant, wow  "
Eminem,Biterphobia,/e/eminem/biterphobia_20162661.html,"Sneakin in through the back door, fruity mc's get ambushed  
I'm dreaded like a man whose hair is all strands  
I had a dream I was gettin jacked by biters  
So beware of the aura, A terror for the horrible  "
Eminem,Bully,/e/eminem/bully_10106000.html,"Was just a man who's dressed up as a white bitch  
Now I'm not trying to make no more enemies  
To picking up where we left off with Big and Pac  
I know you just did a song with Bobby Brown  "
Eminem,Crackers 'N Cheese,/e/eminem/crackers+n+cheese_20900345.html,"You hate me but you know me and what I stand for  
To infridge on the boundaries, so now the defiance is clear  
And some will probably never hold peices of the sacred  
And every other white man when you that we're your enemy?  "
Eminem,Crazy In Love,/e/eminem/crazy+in+love_10105673.html,"Than those other little hoes who just act like little girls  
They say that every man grows up to marry his own mother  
Chill you play your position you never step out of line  
I go schizo, I get so insane I just go schizophrenic  "
Eminem,Dare To Dream,/e/eminem/dare+to+dream_20976818.html,"Ever since Tony Montana told me that the world is mine  
You can take it all if you just dare to dream  
You can take it all if you just dare to dream  
Life don't ask you if you're ready or not  "
Eminem,Despicable,/e/eminem/despicable_20880058.html,"It'll never be my chair that you're on.  
'Cause I'm despicable as daffy duck when I'm spitting.  
I give as much of a flying fuck as that superman dude.  
spin it and try to use it to my advantage.  "
Eminem,Echo,/e/eminem/echo_20894990.html,"I stopped chasing every chick under the sun many moons ago  
I'm not a man, I'm a logo, I'm sustain  
I'm super human, my world is like a Rubiks cube  
My life is Truman show, all I have is music hoe  "
Eminem,Em Calls Paul (Skit),/e/eminem/em+calls+paul+skit_20252484.html,"And it doesn't matter if he's black or white  
But anyways call me back I have an idea about  
And I know he's not thrilled about the video  
Paul the way you make me feel with these calls  "
Eminem,Eminem Exclusive Freestyle,/e/eminem/eminem+exclusive+freestyle_20504517.html,"Where I ain't even writin' no more, I'm just jottin'  
Then it's Dre's fee, you Kay Slay the fees waved  
I stay beefin' with jd, till the day Dre 2-ways me  
My shit if you don't get pumped to it  "
Eminem,Eminem Part 1,/e/eminem/eminem+part+1_20049949.html,"Wait until it absorbed and fell to the floor dead  
I'm as good at keeping a promise as Nastradamus  
Met a retarted kid named Greg, with a wooden leg  
Go to bed with a keg, wake up with a forty  "
Eminem,Evil Deeds,/e/eminem/evil+deeds_10105647.html,"Ring-around-the-rosie the show's over you can all go home now  
I'm about to be hoisted up in the air  
Father please forgive me for I know not what I do,  
Father please forgive me for I know not what I do  "
Eminem,Eye Of The Tiger,/e/eminem/eye+of+the+tiger_21062536.html,"Don't lose your grip on the dreams of the past  
Went the distance now I'm back on my feet  
Went the distance, now I'm not gonna stop  
They stack the odds still we take to the street  "
Eminem,Fack,/e/eminem/fack_20373073.html,"Fack, I just came again, okay pull it out now,  
Oh wait a minute oww put it back in, in in in  
Oh yeah girl see baby they call me Mr freaky,  
I'm gonna fackin cum (Oh shit)(oh yeah)  "
Eminem,Failed Destiny,/e/eminem/failed+destiny_20504514.html,"In Love I just wanna hold my baby high above  
Every other day same shit breakin up and we fought  
But now I've come to see, our destiny will never fit  
People always tellin me get your fuckin life on track  "
Eminem,Give Me The Ball,/e/eminem/give+me+the+ball_20902351.html,"Just pass to me, it just so happens to be  
I grab like... I smile like John... Come on I'm hard...  
Give it to... Prince we haven't stayed calm since  
I ain't suing, I know what I'm doing  "
Eminem,GOAT,/e/eminem/goat_20903258.html,And I'm not sure how this is gonna come off  
Eminem,Green And Gold,/e/eminem/green+and+gold_20691756.html,"Fucked around, forgot that I left my ID on the seat
Mad at the world I've had it with girls  
Stole his keys, put em inside the ignition and got em stuck,  
Far enough to put somethin material over a human life?  "
Eminem,Guilty Conscience,/e/eminem/guilty+conscience_10106075.html,"And borrow a damn dress, and one of her blonde wigs  
Yeah but if it all goes through like it's supposed to  
You gonna take advice from somebody who slapped Dee Barnes?  
Can you afford to blow this shit? Are you that rich?  "
Eminem,Hellbound,/e/eminem/hellbound_10105856.html,"You'll think I pulled the fuckin' ground out from underneath you  
But if we're hellbound, whatever, let's go down  
Do I still have to hold my trey very tight?  
I smoke 'til I choke and I sex a lot  "
Eminem,Hello,/e/eminem/hello_20790645.html,"Who might have a couple of threes, I'm fiendin' for some  
I second that and a third, rush to emergency surgery  
Down the hatchet, the feelin' you can't match it  
I lose a pill and I'm wrecklessly wreckin' the house  "
Eminem,Her Song,/e/eminem/her+song_21093870.html,"Tell me it's over I'll still love you the same  
I don't get why god had to make me this fat  
Believe it or not we been in the same position  
Tell me it's over I'll still love you the same  "
Eminem,I'm Shady,/e/eminem/im+shady_20049887.html,"Six months later you hear your lyrics on my shit  
To pop pills and smoke pot 'til they brains rot (uh-oh)  
I need a pain shot, and a shot of plain scotch  
People don't buy shit no more they just dub it  "
Eminem,Insane,/e/eminem/insane_20790646.html,"Then he took his pants, he took every fuckin' thing off  
After I fuck you in the butt, get some head  
Then he set the lawn mower out on the dang lawn  
Shady dog, what be going through that fuckin' brain of yours  "
Eminem,It's Murda,/e/eminem/its+murda_20321406.html,"cause y'all can't see me like mace's eyebrows  
i might as well erase my face with white out  "
Eminem,It's Ok,/e/eminem/its+ok_20049958.html,"And hope for the best, instead of mope and depressed  
Uh yeah, it's OK, it's alright, I can't sleep
I'm going for broke, gambling and playing for keeps  
It's a broke day but everything is OK (It's OK)  "
Eminem,Jimmy Crack Corn,/e/eminem/jimmy+crack+corn_20375553.html,"You probably heard about me, I'm a shown up playa  
And where the fuck we goin', we're like (Nowhere)
In the hood politicin', like I'm runnin' for mayor  
Man I'm a say this one time, now get this clear  "
Eminem,Keep Talkin,/e/eminem/keep+talkin_20229991.html,"keep on popin off with them jaws because, we aint stoppin  
peers and all masuberg will take your back, liver ribs and all  
im blazin niggas while they up in the Sheraton last  
i was poppin guns while you was still poppin some rubber bands  "
Eminem,Ken Kaniff,/e/eminem/ken+kaniff_10105796.html,
Eminem,Kim,/e/eminem/kim_20049869.html,"So now they both dead and you slash your own throat  
Never knew me cheating on you would come back to haunt me  
Now shut the fuck up and get what's comin' to you  
(Please I love you, look we can just take Hallie and leave)  "
Eminem,Lose Yourself,/e/eminem/lose+yourself_20049853.html,"There's vomit on his sweater already, mom's spaghetti  
He blows us all over these hoes is all on him  
No more games, I'm a change what you call rage  
Make me king, as we move toward a, new world order  "
Eminem,Loser,/e/eminem/loser_20243659.html,"But we can still hear, the sound of the alarm  
All we do must come to an end - this is the end  
""This is not a drill, I repeat: this is not a drill...""  
All we do must come to an end - this is the end  "
Eminem,Love Me,/e/eminem/love+me_20049854.html,"My back shot to help Ashanti hit them high notes  
And my time is none, because I'm writing more  
Niggas, I'm still grinding (yeah), I still hearing those sirens  
I'm strapped, it's known any minute I could snap  "
Eminem,Love The Way You Lie,/e/eminem/love+the+way+you+lie_20883528.html,"Got that warm fuzzy feeling, yeah them chills, used to get 'em  
I can't breathe, but I still fight, while I can fight  
But that's alright, because I love the way you lie  
But that's alright, because I love the way you lie  "
Eminem,Maxine,/e/eminem/maxine_20049965.html,"She said ""No I forgot to tell you, that I got AIDS""  
I threw her down as I tore off her shirt  
When you step away son, she got her face done  
But when you catch the lice, or get the urgency  "
Eminem,"Monkey See, Monkey Do",/e/eminem/monkey+see+monkey+do_10105993.html,"We talking to every-motherfucking-body who wants to bring it cause we bringin
And I'm not affriad to raise the stakes up  
Cause they always gunna see and do what the other one do  
So I can blow the fuckin dust off of this chainsaw  "
Eminem,Mr. Mathers,/e/eminem/mr+mathers_20790648.html,"He's cold, spike him back and grab the back board  
I'm gonna need an 18 gauge left ac right away  
Uh, bp is 90 over 12, respiration's at 8  "
Eminem,Murder Murder,/e/eminem/murder+murder+_10106102.html,"Left the keys in the van, with a gat in each hand  
The shit is in my hands, here's yo' life span  
'fore I blow the brain from out the back ya scalp  
Money from the safe in the back, stepped in wavin' the Mac  "
Eminem,Music Box,/e/eminem/music+box_20984818.html,"So strong is your fight, but your no match for Dracula  
Zoom in with the lens, then pan back, the camera  
Stand back, cause here comes your man Jack, so Pamela  
Now walk on 'em, he's dancing with carcasses cheek to cheek  "
Eminem,Must Be The Ganja,/e/eminem/must+be+the+ganja_20790649.html,"I smell something in the air that's making me (high)  
Don't want to end up inside my refrigerator freezer,  
Maybe it's the hindi that has gotten in me  
Heres a dosage of the antidote now you give him some,  "
Eminem,My Dad's Gone Crazy,/e/eminem/my+dads+gone+crazy_10106044.html,"When will it stop? When will I knock the crap off?  
And die and come back as Vanilla Ice's son  
What do I gotta do to get through to you,  
It's like my mother always told me and codeine and  "
Eminem,My Fault,/e/eminem/my+fault_10106107.html,"I wasn't trying to turn this into something major  
And there's only two days left of spring break  
Oh shoot she's tripping (I need to go puke)  
A nurse aid who came to get laid and tied up  "
Kanye West,Addiction,/k/kanye+west/addiction_20432563.html,"She's got the same thing, about me, but more, about us  
Just let me peek now, I mean damn, I'm so curious  
Man I tried to stop man I tried the best I could  
I've been afflicted by not one, not two, but all three  "
Kanye West,All Of The Lights,/k/kanye+west/all+of+the+lights_20890619.html,"And also was about to do that line (Line, line, line)  
I tried to tell you but all I could say
You know what I need, want you to see everything  
Okay, okay, you know we going all the way this time (Time)  "
Kanye West,Amazing,/k/kanye+west/amazing_20769832.html,"So amazin', so amazin', so amazin', it's amazin' (Let's go)  
My reign is as far as your eyes can see  
My reign is as far as your eyes can see  
So amazin', so amazin', so amazin', it's amazin' [Repeat: x3]"
Kanye West,Another You,/k/kanye+west/another+you_21040934.html,"Baby I don't want to be in your shoes  
When I get back you going to take that off  
When I get back you going to take that off  
Baby I don't want to be in your shoes  "
Kanye West,Apologize,/k/kanye+west/apologize_20573574.html,"You never listen to me then the call drop hmmm  
There must be more good women than men percentage wise  
Hate it when she mad but more when she passive  
I'm like any other nigga buy ice to stay cool  "
Kanye West,Awesome,/k/kanye+west/awesome_21062405.html,"You're way too hot for them to handle you  
You're so sleepless nights, oh you feel so right  
You're so out the park, you're so after time  "
Kanye West,Bound 2,/k/kanye+west/bound+2_21063703.html,"Maybe we could still make it to the church steps  
I mean damn, what would Jeromey Romey Romey Rome think?  
This that what we do, don't tell your mom shit  
When a real nigga hold you down, you supposed to drown, bound  "
Kanye West,Brand New,/k/kanye+west/brand+new_20783466.html,"I Guess She's Lookin' For A Brand New Man Who  
See I Take Some More shit And Make It New For Me  
You don't like it - Get off my (Brand New)dick  
""I Worked Too Hard To Get My Baby Ballin' Kid!""  "
Kanye West,Celebration,/k/kanye+west/celebration_20432623.html,"Had some problems before but see we let em go  
Right now I need you to mute all the monologue  
And I vow that my child will be well endowed  
Had some problems before but see we let em go  "
Kanye West,Champion,/k/kanye+west/champion_20447933.html,"You don't see just how fly my style is?  
I guess I'll clean up my act like Prince'll do  
(Did you realize, that you were a champion in their eyes?)  
(Did you realize, that you were a champion in their eyes?)  "
Kanye West,Classic,/k/kanye+west/classic_20573569.html,"And your flow stays submerged in the fountain of youth  
What do it take to be a legend like Nas is?  
And no doubt the truth I?m off the meters  
And they still want to know when the album comin? out  "
Kanye West,Cold,/k/kanye+west/cold_21020503.html,"Don't talk about style cause I'll embarrass you  
We done heard all that loud-ass talking, we're used to it  
To whoever think their words affect me is too stupid  
Lucky I ain't had Jay drop him from the team  "
Kanye West,Coldest Winter,/k/kanye+west/coldest+winter_20766907.html,
Kanye West,Crack Music,/k/kanye+west/crack+music_20432533.html,"And we been hanging from the same tree ever since  
Nowadays they can't tell if that's that good shit  
How the Mexicans say we just trying to party homes  
So we cook it, cut it, measure it, bag it, sell it  "
Kanye West,Don't Look Down,/k/kanye+west/dont+look+down_20892747.html,"But it's not even half the feeling as hearing you shine  
She's about to fly and take her place in  
Give me my feelings back, wish it came with a couple reciepts  
I give it all as far as my feet go  "
Kanye West,Excuse Me Miss Again (Remix),/k/kanye+west/excuse+me+miss+again+remix_20623609.html,"Then I'ma try bag the ones that got kicked out the group  
I know my English ain't as modest as you like  
No Ouija board, you can't see me dog, nigga you cb-4  
It's the are. O. C. Baby, sing our lullaby  "
Kanye West,Eyes Closed,/k/kanye+west/eyes+closed_20899716.html,"And I can see it with my eyes closed, now  
Just a few things I see with my eyes closed  
I can be a quiet me, call it verbal dieting  
And we ain't finna change, so we'll never agree again  "
Kanye West,Facts,/k/kanye+west/facts_21105444.html,"I was out here spazzin', all y'all get the message?  
Nike out here bad, they can't give shit away  
Every time I talk they say I'm too aggressive  
But I'm all for the family, tell 'em, ""Get your money""  "
Kanye West,Feed Back,/k/kanye+west/feed+back_21106666.html,"Talking 'bout the soul Kanye, set all his goals Kanye  
I miss the old Kanye, shit from the gold Kanye  
I need you right now, I need you right now  
I miss the sweet Kanye, chop up the beats Kanye  "
Kanye West,Flashing Lights,/k/kanye+west/flashing+lights_20447603.html,"And if somebody would've told me a month ago  
As you recall, you know I love to show off  
Come home you know you can't Rome without Caesar  
First class with the seat back I still see ya  "
Kanye West,Ghetto University,/k/kanye+west/ghetto+university_20888703.html,"Because I got the extra nation so you f-cking understand it man  
And always said if they let me in the b-tch  "
Kanye West,Girl Tonight,/k/kanye+west/girl+tonight_20936164.html,"When are you gonna really make up ya mind shorty  
Let you get on top when we by the stove  
Come on let me take you to the penthouse suite  
Then she got me sayin' (Girl Tonite, Girl... Girl... Girl)  "
Kanye West,Glenwood,/k/kanye+west/glenwood_21034380.html,"And it seem like the murder rate is higher than the population,  
I know you thinkin ""damn I wish Ye would bless me too""  
I know us niggas prayin um down fallin weak shit,  
As soon as I did, all the Bullshit was deaded.  "
Kanye West,God Level,/k/kanye+west/god+level_21083783.html,Then they try to do nothin' but put cocks in your daughter  
Kanye West,Gold Digger,/k/kanye+west/gold+digger_20432493.html,"OK get ya kids but then they got their friends  
'Cause when she leave yo ass she gone leave with half  
This week he mopping floors next week it's the fries  
She got one of yo kids got you for 18 years  "
Kanye West,Good Friday,/k/kanye+west/good+friday_20888639.html,"Now tell me, do it feel good? Well, all right  
Eyes low'd, I let the skies hold the thoughts  
Did I mention G. O. O. D. Music, yeah, forever we hot  
Throw your hands in the air if you real as me  "
Kanye West,Good Life,/k/kanye+west/good+life_20447573.html,"Now I, I go for mine, I got to shine  
And let me hear you say hey, hey, hey, ooh  
Won't even get pulled over in they new V  
Now I, I go for mine, I got to shine  "
Kanye West,Good Morning,/k/kanye+west/good+morning_20447553.html,"They tell you read this, eat this, don't look around  
But you graduate when you make it up outta the streets  "
Kanye West,Good Night,/k/kanye+west/good+night_20833899.html,"Like it was just yesterday like I could relive it  
What do it mean when you dream that you fallin'  
Man I wish I could stop time like a photograph  
What do it mean when you dream that you ballin'  "
Kanye West,Graduation Day,/k/kanye+west/graduation+day_10155909.html,"A motherfucker can't pull you across that stage Kanye  
She ain't walked in my shoes I'm just not everybody
She wants me to get a good ass job just like everybody  
I'm no longer confused but don't tell anybody  "
Kanye West,Grammy Family,/k/kanye+west/grammy+family_21040936.html,"And bet Quence and Khaled know what the business is  
Oh, it can't be G.O.O.D music my Grammy Family  
And we be in Miami so when they spot me in Bentley  
It's gon' be a stampede 'cuz we be racin' Bentleys  "
Kanye West,H.A.M.,/k/kanye+west/ham_20900045.html,"And maybe you can take a peek at these boo's  
So I feel like I would like to know my uncles bread  
And a nigga still young, wanna have no kids  
Hard as a mothafucker let these niggas know who I am  "
Kanye West,Heartless,/k/kanye+west/heartless_20763289.html,"Homie I don't know, she's hot and cold  
I won't stop, I won't mess my groove up  
You know need to watch the way you talkin' to me, yo  
They say that they don't see what you see in me  "
Kanye West,Hell Of A Life,/k/kanye+west/hell+of+a+life_20892915.html,"Nothin' to hide, we both screwed the brides maid s  
(fuck wit' the lights, fuck wit' the, wit' the lights on)  
I think I just fell in love with a porn star  
Said her price go down, she ever fuck a black guy  "
Kanye West,Hey Mama,/k/kanye+west/hey+mama_20432613.html,"Cuz a nigga cheatin, telling you lies, then I started to cry  
Now I feel like it's things I gotta get  
Let me tell you what I'm about to do, (Hey Mama)  
Things I gotta do, just to prove to you  "
Kanye West,Higher,/k/kanye+west/higher_20681099.html,"I'm still tryin to hear this love what that do  
Now when you hear this song you know it's on (Babygirl)  
When you hear this song you know it's on  
When you hear this song you know it's on  "
Kanye West,Hold On (Remix),/k/kanye+west/hold+on+remix_20573552.html,"Fearing lullibies, containing the same old lies (same old lies)  
Is to feed you every single thing you hunger for---  
Bless those harmonies to me, escape your lips (escape your lips)  
So fulfilled that you will never need to ask for more--  "
Kanye West,I Got A Love,/k/kanye+west/i+got+a+love_20623608.html,"Why go to the movies let's watch the bootleg  
Polly want a Gucci Parka ma what did you say?  
So it's only right we got down like this  
We take turns doing our one twos and yes yes y'alls  "
Kanye West,I Just Wanna Love U (Offcial Kanye West Mumtribute Mix),/k/kanye+west/i+just+wanna+love+u+offcial+kanye+west+mumtribute+mix_20686957.html,"I know you that you can make my dreams come true  
I will give you everything that you'll ever need  
I just can't wait to get you on your own  
I'm thinking of the ways to make you mine  "
Kanye West,I Love Kanye,/k/kanye+west/i+love+kanye_21106719.html,"That's all it was Kanye, we still love Kanye  
I even had the pink polo, I thought I was Kanye  
I miss the sweet Kanye, chop up the beats Kanye  
Chop up the soul Kanye, set on his goals Kanye  "
Kanye West,I Wonder,/k/kanye+west/i+wonder_20447563.html,
Kanye West,I'll Fly Away,/k/kanye+west/ill+fly+away_20237051.html,
Kanye West,Late,/k/kanye+west/late_20573546.html,"You can stop complainin cause I'm finally here, yeah
I'll be late for that, I can't wait for that  
Now I'm in the shop class or the basket weavin  
So turn this motherfucker up only if it feels right  "
Kanye West,Let's Get Married Reception Remix,/k/kanye+west/lets+get+married+reception+remix_20677127.html,"And he hops in a hundred thousand when a nigga 'scape  
I wanna give you more ice than the ice capades  
Let's have some kids with a dog with a house  
Want you to be the one to say I do  "
Kanye West,Lil Jimmy Skit,/k/kanye+west/lil+jimmy+skit_10155921.html,"And now I'm just glad he left me these.  
He was so greedy with degrees, he took my degree.  
And I'm going to leave them to my kids.  
My mom would always say ""Dad, why don't you work?"",  "
Kanye West,Lost In The World,/k/kanye+west/lost+in+the+world_20890389.html,
Kanye West,Love Lockdown,/k/kanye+west/love+lockdown_20757514.html,"No more wasting time, you can't wait for life  
See I wanna move, but can't escape from you  
I can't keep my cool, so I keep it true  
I met no one new, I got no one new  "
Kanye West,Mama's Boyfriend,/k/kanye+west/mamas+boyfriend_20887006.html,"I scream out ""I ain't going to sleep no time soon,  
Yeah I know she look good but you need to stop staring  
I wanna run over you in my bike you n-gga  
Don't try to put me inline I already got crayons  "
Kanye West,My Way Home,/k/kanye+west/my+way+home_20432523.html,"Got me trapped like R. Kel', I bail and it  
Revolution ain't a game it's another name, for life fightin'  
I wish love was for sale, ""Behold the Pale, Horse""  "
Kanye West,Never Let Me Down - Ft. Jay Z,/k/kanye+west/never+let+me+down+ft+jay+z_20815241.html,"I did dirk and went to church and get my hands scrubbed  
But I know they don't want me in the damn club  
But we can make it to jacobs to [unverified] the dealership  
I know a got angels watchin' me from the other side  "
Kanye West,Not Enough Time,/k/kanye+west/not+enough+time_20915870.html,I've been on that rhyme till I get it now  
Kanye West,Only One,/k/kanye+west/only+one_21093147.html,"No you're not perfect but you're not your mistakes  
I think the storm ran out of rain, the clouds are moving  
Cause every road that leads to heaven's right inside you  
I know you're happy, cause I can see it  "
Kanye West,Pinocchio Story,/k/kanye+west/pinocchio+story_20771029.html,"Pinocchio story is, I just want to be a real boy  
I turn on the TV and see me and see nothing  
What does it feel like to live real life to be real?  
For everybody that sees you to say 'where's my camera?'  "
Kanye West,Power,/k/kanye+west/power_20620172.html,"I ain't gotta power trip, who you goin' home with?  
My furs is Mongolian, my ice brought the goldies in  
Well that's a pretty bad way to start the conversation  
So goodnight, cruel world, I see you in the mornin'  "
Kanye West,Pro Nails,/k/kanye+west/pro+nails_21034368.html,"Clothes on my back to the paint on my toes  
Got, got her toes done up with her fingernails matchin'  
Got, got her toes done up with her fingernails matchin'  
Got, got her toes done up with her fingernails matchin'  "
Kanye West,Punch Drunk Love,/k/kanye+west/punch+drunk+love_21040933.html,"Come on girl, let's go to distant lands unknown  
We take a ride down south 'cause you need to re-up  
Girl you call me Big Bank like I was saving it up  
Already know I'm too fly, already know I'm too fly  "
Kanye West,Put Your Face In The Bag,/k/kanye+west/put+your+face+in+the+bag_21040945.html,"Bitch I know you ain't over there starin at my boy  
Them niggas say just put your face in the bag  
When them bitches dead I will pay for they casket  "
Kanye West,Right On Time,/k/kanye+west/right+on+time_21040949.html,"If you don't wanna see me happy keep  
If I wasn't me I'd prob be moody too  
Well look at me now I'm singing freely for you haters  
Plus the flow is colder then sarah palins home town  "
Kanye West,Robocop,/k/kanye+west/robocop_20763875.html,"We need to drop it now, drop it, drop it  
She said she ain't take it to this degree  
Okay, okay, okay okay, you will never stop it now  
I know she kinda crazy but it turns me on  "
Kanye West,Runaway,/k/kanye+west/runaway_20888526.html,"So I think it's time for us to have a toast  
You can't blame 'em they ain't never seen Versace sofas  
You should leave if you can't accept the basics  
You been puttin' up wit' my shit just way too long  "
Kanye West,Say You Will,/k/kanye+west/say+you+will_20768024.html,
Kanye West,School Spirit,/k/kanye+west/school+spirit_10155919.html,"Back to school and I hate it there, I hate it there  
I went to Cheesecake, he was a motherfucking waiter there  
See, that's how dude became the young pootie tang tippy tow  
Bring more of them girls I've seen in the Aurora  "
Kanye West,School Spirit Skit,/k/kanye+west/school+spirit+skit+1_10155920.html,"Hey now you'll get that 25 thou, job a year and  
I was a hall monitor, This was meant to be,  
You know how many classes I took, extra classes extra classes  
I say ""no, I don't know what it is,  "
Kanye West,See Me Now,/k/kanye+west/see+me+now_20887005.html,"Get what you ask for I swear that's your ass thought  
Yo what you say when your people get out of jail huh?  
I know you see me now right now (Right now, right now)  
She got a big booty but she couldnt drop that ass low  "
Kanye West,See You In My Nightmares,/k/kanye+west/see+you+in+my+nightmares_20770892.html,"And that's one thing that you know (that you know)  
See you in my nightmare, oh how did you get there  
So goodnight, I made it out the door (door, door, door)  
I got the night, I'm running from the sun  "
